date,time,am_pm,stool,urine
2020-01-30,8:25,AM,0,1
2020-01-30,11:14,AM,0,1
2020-01-30,2:52,PM,1,1
2020-01-30,4:27,PM,0,1
2020-01-30,7:05,PM,0,1
2020-01-31,1:40,AM,0,1
2020-01-31,6:09,AM,0,1
2020-01-31,7:21,AM,0,1
2020-01-31,9:23,AM,1,1
2020-01-31,10:30,AM,0,1
2020-01-31,12:10,PM,0,1
2020-01-31,3:29,PM,1,1
2020-01-31,6:45,PM,0,1
2020-02-01,2:30,AM,1,1
2020-02-01,6:00,AM,0,1
2020-02-01,8:18,AM,0,1
2020-02-01,9:24,AM,1,1
2020-02-01,10:50,AM,0,1
2020-02-01,12:27,PM,0,1
2020-02-01,2:57,PM,0,1
2020-02-01,7:36,PM,0,1
2020-02-02,2:43,AM,0,1
2020-02-02,7:20,AM,1,1
2020-02-02,8:50,AM,0,1
2020-02-02,10:15,AM,1,1
2020-02-02,11:40,AM,1,1
2020-02-02,3:10,PM,0,1
2020-02-02,6:25,PM,0,1
2020-02-02,8:00,PM,0,1
2020-02-02,11:40,PM,0,1
2020-02-03,3:24,AM,0,1
2020-02-03,7:55,AM,1,1
2020-02-03,10:55,AM,1,1
2020-02-03,12:30,PM,0,1
2020-02-03,2:26,PM,1,1
2020-02-03,3:30,PM,0,1
2020-02-03,4:37,PM,0,1
2020-02-03,7:22,PM,0,1
2020-02-04,1:20,AM,1,1
2020-02-04,5:23,AM,0,1
2020-02-04,7:30,AM,1,1
2020-02-04,9:41,AM,0,1
2020-02-04,12:34,PM,0,1
2020-02-04,1:37,PM,1,1
2020-02-04,1:57,PM,0,1
2020-02-04,3:11,PM,1,1
2020-02-04,4:57,PM,0,1
2020-02-05,1:45,AM,1,1
2020-02-05,5:24,AM,0,1
2020-02-05,8:31,AM,1,1
2020-02-05,9:15,AM,1,1
2020-02-05,10:45,AM,1,1
2020-02-05,12:42,PM,0,1
2020-02-05,1:28,PM,1,0
2020-02-05,1:35,PM,1,1
2020-02-05,3:15,PM,0,0
2020-02-05,3:20,PM,1,1
2020-02-05,4:28,PM,1,1
2020-02-06,1:20,AM,0,1
2020-02-06,5:09,AM,1,1
2020-02-06,8:31,AM,1,1
2020-02-06,9:45,AM,0,1
2020-02-06,12:08,PM,1,1
2020-02-06,2:43,PM,1,1
2020-02-06,3:55,PM,1,1
2020-02-06,5:25,PM,0,1
2020-02-06,6:13,PM,1,0
2020-02-06,7:15,PM,0,1
2020-02-07,1:40,AM,1,1
2020-02-07,8:21,AM,0,1
2020-02-07,8:54,AM,1,1
2020-02-07,9:20,AM,1,1
2020-02-07,11:46,AM,1,1
2020-02-07,2:10,PM,1,1
2020-02-07,3:35,PM,0,1
2020-02-07,7:05,PM,0,1
2020-02-07,11:30,PM,1,1
2020-02-08,4:59,AM,0,1
2020-02-08,8:20,AM,0,1
2020-02-08,10:00,AM,0,1
2020-02-08,11:19,AM,1,1
2020-02-08,12:30,PM,0,1
2020-02-08,2:28,PM,0,1
2020-02-08,3:38,PM,0,1
2020-02-08,4:00,PM,0,1
2020-02-08,6:51,PM,0,1
2020-02-09,1:30,AM,1,1
2020-02-09,1:40,AM,1,0
2020-02-09,1:45,AM,1,0
2020-02-09,5:08,AM,1,1
2020-02-09,7:57,AM,0,1
2020-02-09,9:07,AM,0,1
2020-02-09,10:18,AM,1,1
2020-02-09,11:10,AM,0,1
2020-02-09,12:30,PM,1,1
2020-02-09,3:48,PM,1,1
2020-02-09,7:15,PM,0,1
2020-02-09,11:25,PM,1,1
2020-02-10,3:00,AM,0,1
2020-02-10,7:15,AM,0,1
2020-02-10,8:31,AM,1,1
2020-02-10,9:57,AM,1,1
2020-02-10,11:45,AM,0,1
2020-02-10,12:43,PM,0,1
2020-02-10,1:58,PM,0,1
2020-02-10,2:00,PM,0,1
2020-02-10,3:28,PM,0,1
2020-02-10,4:50,PM,0,1
2020-02-10,7:19,PM,0,1
2020-02-10,11:30,PM,1,1
2020-02-11,3:33,AM,1,1
2020-02-11,6:00,AM,0,1
2020-02-11,6:15,AM,0,1
2020-02-11,7:15,AM,0,1
2020-02-11,9:20,AM,1,1
2020-02-11,11:05,AM,0,1
2020-02-11,1:06,PM,0,1
2020-02-11,2:50,PM,0,1
2020-02-11,4:04,PM,0,1
2020-02-11,7:00,PM,0,1
